	en	zh
923	i just got up .	我刚才起床了。
924	i like sports .	我喜欢运动。
925	i like to eat .	我喜欢吃。
926	i like to run .	我喜欢跑步。
927	i lost my key .	我钥匙丢了。
928	i love coffee .	我爱咖啡。
929	i love movies .	我爱电影。
930	i love nature .	我爱大自然。
931	i love sports .	我喜欢运动。
932	i miss boston .	我想念波士顿。
933	i must go now .	我现在必须走了。
934	i need a taxi .	我需要一辆出租车。
935	i need advice .	我需要些建议。
936	i need to try .	我需要尝试。
937	i respect tom .	我尊敬汤姆。
938	i saw nothing .	我什么都没看见。
939	i should obey .	我应该服从。
940	i think i can .	我想我可以。
941	i use firefox .	我使用火狐浏览器。
942	i use firefox .	我使用火狐。
943	i use twitter .	我用twitter。
944	i want a boat .	我想要一艘船。
945	i want a book .	我想要本书。
946	i want to cry .	我想哭。
947	i want to die .	我想死
948	i was at home .	我刚才在家。
949	i was so cold .	我很冷。
950	i'll buy this .	我要买这个。
951	i'll call you .	我会打电话给你。
952	i'll eat here .	我会在这里吃饭。
953	i'm tom's dad .	我是汤姆的父亲。
954	i'm tom's dad .	我是汤姆的爸爸。
955	i'm a student .	我是个学生。
956	i'm a teacher .	我是个老师。
957	i'm exhausted .	我累死了。
958	i'm exhausted .	困死了。
959	i'm exhausted .	我很疲惫。
960	i'm home , mom !	我回来了，妈！
961	i'm on a diet .	我在节食。
962	i'm on my way .	我这就上路。
963	i'm so lonely .	我好孤单。
964	i'm so stupid .	我真蠢。
965	i'm still mad .	我还是很气。
966	i'm unmarried .	我单身。
967	i'm unmarried .	我单身。
968	i'm very busy .	我很忙。
969	i've got time .	我有时间。
970	i've got wine .	我有酒。
971	is tom around ?	汤姆在吗？
972	is tom eating ?	汤姆在吃饭吗？
973	is he correct ?	他对吗？
974	is it serious ?	严重吗？
975	is that a bat ?	那是只蝙蝠吗？
976	is that paper ?	那是纸吗？
977	is this tom's ?	这是汤姆的吗？
978	is this tom's ?	这是汤姆的东西吗？
979	it is raining .	下雨了。
980	it is raining .	在下雨。
981	it looks good .	看起来不错。
982	it might rain .	可能会下雨。
983	it might rain .	可能要下雨了。
984	it takes time .	这需要时间。
985	it won't work .	它不会奏效。
986	it's a secret .	它是个秘密。
987	it's business .	公事公办。
988	it's fall now .	现在是秋天。
989	it's freezing .	天气好冷。
990	it's improved .	它有改善了。
991	it's my fault .	这是我的错。
992	it's my money .	那是我的钱。
993	it's my treat .	我请客。
994	it's not mine .	不是我的。
995	it's so early .	太早了。
996	it's too long .	它太长了。
997	it's too loud .	它太大声。
998	it's too soon .	太早了。
999	it's very big .	它很大。
1000	keep tom safe .	确保汤姆安全。
1001	keep it quiet .	保持安静
1002	let me see it .	让我看看。
1003	let me try it .	让我试试。
1004	let's go home .	让我们回家吧。
1005	lock the gate .	锁大门。
1006	love is blind .	爱情是盲目的。
1007	love is blind .	恋爱使人盲目。
1008	make it quick .	快点。
1009	man is mortal .	人固有一死。
1010	may i come in ?	我可以进来吗 ?
1011	meet me there .	在那里见我。
1012	my foot hurts .	我的脚痛。
1013	my head aches .	我头痛。
1014	my head hurts .	我头痛。
1015	my neck hurts .	我脖子痛。
1016	my pen is new .	我的钢笔是新的。
1017	never give up .	决不放弃。
1018	nothing moved .	什么都没动。
1019	pace yourself .	量力而行。
1020	quit gambling .	戒掉赌博吧。
1021	read this now .	现在读这个。
1022	save yourself .	拯救你自己。
1023	see you again .	再见！
1024	see you later .	再见。
1025	shake my hand .	和我握手。
1026	shall we walk ?	我们该步行吗？
1027	she felt blue .	她感到闷闷不乐的。
1028	she hated him .	她恨他。
1029	she is eating .	她吃。
1030	she loves tom .	她爱汤姆。
1031	she's dieting .	她在节食中。
1032	she's dieting .	她在节食。
1033	she's my type .	她是我的菜。
1034	show it to me .	给我看下它吧。
1035	shut the door .	不要把门开着。
1036	shut the door .	请关门。
1037	shut the door .	关门。
1038	sit beside me .	坐我旁边。
1039	somebody came .	有人来了。
1040	speak clearly .	讲清楚。
1041	stir the soup .	搅一下汤。
1042	stop gambling .	戒掉赌博吧。
1043	stop meddling .	别再插手。
1044	stop shooting .	停止射击。
1045	stop worrying .	别担心了。
1046	straighten up .	改邪归正。
1047	stuff happens .	事情难免会发生。
1048	suit yourself .	你随意。
1049	talk is cheap .	说得简单。
1050	tell me again .	重新告诉我。
1051	thanks anyway .	还是要说谢谢的。
1052	that was fast .	太快了。
1053	that's a book .	那是一本书。
1054	that's clever .	好巧妙啊。
1055	that's insane .	那是疯狂的。
1056	that's my aim .	这是我的目的。
1057	that's my cat .	那是我的猫。
1058	the bell rang .	铃响了。
1059	they all knew .	他们都知道。
1060	they are here .	他们在这里。
1061	they can wait .	他们等得了。
1062	they're armed .	他们有带武器。
1063	this is a wig .	这是假发。
1064	this is empty .	这是空的。
1065	throw it away .	扔掉
1066	time is money .	时间就是金钱。
1067	today was fun .	今天很有趣。
1068	tom applauded .	汤姆拍了手。
1069	tom applauded .	汤姆鼓掌。
1070	tom came back .	汤姆回来了。
1071	tom didn't go .	汤姆没走。
1072	tom fell down .	汤姆摔倒了。
1073	tom felt cold .	汤姆觉得冷。
1074	tom graduated .	汤姆毕业了。
1075	tom is a hick .	汤姆是个乡巴佬。
1076	tom is absent .	汤姆缺席。
1077	tom is boring .	汤姆是个无聊的人。
1078	tom is lonely .	汤姆很孤独。
1079	tom is so hot .	汤姆非常性感。
1080	tom is stingy .	汤姆很小气。
1081	tom is thirty .	汤姆今年三十岁。
1082	tom isn't old .	汤姆不老。
1083	tom knows him .	汤姆认识他。
1084	tom loves you .	汤姆爱你。
1085	tom missed it .	汤姆错过了它。
1086	tom overslept .	汤姆睡过头了。
1087	tom runs fast .	汤姆跑得快。
1088	tom was drunk .	汤姆醉了。
1089	tom was fired .	汤姆被解雇了。
1090	tom was wrong .	汤姆错了。
1091	tom's married .	汤姆已经结婚了。
1092	wait a moment .	请稍等。
1093	wait a moment .	等一下。
1094	we both cried .	我们都哭了。
1095	we have to go .	我们必须走了。
1096	we kept quiet .	我们保持了沉默。
1097	we like music .	我们喜欢音乐。
1098	we missed you .	我们想你。
1099	we need money .	我们需要钱。
1100	we need to go .	我们必须走了。
1101	we understand .	我们明白。
1102	we want candy .	我们想要糖。
1103	we were bored .	我们感到厌烦了。
1104	we'll be busy .	我们会很忙。
1105	we'll do that .	我们会去做。
1106	we're friends .	我们是朋友。
1107	we're friends .	我们是朋友。
1108	we're special .	我们是特别的。
1109	we're special .	我们很特别。
1110	we're worried .	我们很担心。
1111	we've arrived .	我们已经到了。
1112	were you busy ?	您当时在忙吗？
1113	where are you ?	你在哪儿 ?
1114	who hired you ?	谁雇了你？
1115	who loved who ?	谁爱谁？
1116	whose is this ?	这是谁的？
1117	why blame tom ?	为什么责备汤姆？
1118	you are drunk !	你喝醉了！
1119	you are lying .	你在撒谎。
1120	you could run .	你能跑。
1121	you look pale .	你看起来很苍白。
1122	you should go .	你应该去。
1123	you should go .	你最好去。
1124	you will fail .	你会失败。
1125	you work hard .	你工作努力。
1126	you're joking !	你在开玩笑吧！
1127	you're not me .	你不是我。
1128	you're so bad .	你真坏。
1129	you're stupid .	你很愚蠢。
1130	you're stupid .	你二了。
1131	zip your lips .	闭上你的嘴。
1132	a bird can fly .	鸟会飞。
1133	allow me to go .	请允许我去。
1134	are you afraid ?	你害怕吗？
1135	are you coming ?	你会来吗？
1136	are you crying ?	你在哭吗？
1137	are you hungry ?	你肚子饿吗？
1138	are you single ?	你是单身吗？
1139	aren't you tom ?	你不是汤姆吗 ?
1140	aren't you tom ?	你不是汤姆吗？
1141	aren't you hot ?	你不热吗？
1142	birds lay eggs .	鸟下蛋。
1143	boil the water .	把水烧开。
1144	bring tom here .	把汤姆带到这里来。
1145	bring it to me .	把它带给我。
1146	buy tom a beer .	给汤姆买一瓶啤酒。
1147	buy me a snack .	帮我买点零食吧。
1148	can i eat this ?	我可以吃这个吗 ?
1149	can i help you ?	我能帮你吗？
1150	can i see that ?	我能看看那个吗？
1151	can i sit here ?	我能坐这里吗？
1152	can we make it ?	我们做得到吗？
1153	can you get up ?	你能起床吗？
1154	clean the room .	打扫房间。
1155	close the door .	关门。
1156	close the gate .	关门。
1157	coffee , please .	我要咖啡，谢谢。
1158	cows give milk .	牛可产奶。
1159	deal with them .	解决他们。
1160	did you see it ?	您看见它了吗？
1161	do as you like .	你想怎么做就怎么做。
1162	do as you want .	你想怎么做就怎么做。
1163	do we know you ?	我们认识你么？
1164	do you hate me ?	你讨厌我吗？
1165	do you have it ?	你们有吗 ?
1166	do you hear me ?	你听得见吗？
1167	do you know me ?	你认识我吗？
1168	do you know me ?	你还认识我吗？
1169	do you know me ?	你认识我吗？
1170	do you like it ?	你喜欢吗 ?
1171	do you like it ?	你喜欢吗？
1172	do you miss me ?	你想我了？
1173	do you miss me ?	你想我吗？
1174	do you promise ?	你保证吗？
1175	don't eat that !	不要吃那个 !
1176	don't touch it .	别碰它。
1177	drop the knife !	把刀放下！
1178	everybody lies .	每个人都会说谎。
1179	french is easy .	法语很简单。
1180	get out of bed !	起床 !
1181	get rid of her .	把她干掉了。
1182	give me a kiss .	吻我。
1183	good afternoon .	下午好。
1184	happy new year !	新年快乐！
1185	happy new year !	元旦快乐！
1186	have some more .	你该多吃点。
1187	he accelerated .	他提速了。
1188	he confused us .	他把我们弄糊涂了。
1189	he doesn't lie .	他不说谎。
1190	he doesn't tan .	他晒不黑。
1191	he gave a ball .	他举办了一场舞会。
1192	he held a ball .	他举办了一场舞会。
1193	he is american .	他是美国人。
1194	he is a doctor .	他是医生来的。
1195	he lives alone .	他一个人生活。
1196	he lives alone .	他独自生活。
1197	he looks young .	他看起来很年轻。
1198	he lost a book .	他弄丢了一本书。
1199	he sang a song .	他唱了一首歌。
1200	he sells fruit .	他卖水果。
1201	he was drowned .	他被淹死了。
1202	he's a big boy .	他是个大男孩。
1203	he's an author .	他是作家。
1204	hello everyone !	大家好！
1205	here is a book .	这里有一本书。
1206	how much is it ?	它多贵 ?
1207	how much is it ?	多少钱 ?
1208	how time flies !	时间过得多快呀。
1209	how's business ?	生意怎么样？
1210	how's everyone ?	大家好吗？
1211	how's it going ?	你们好吗？
1212	i am a student .	我是个学生。
1213	i am a teacher .	我是个老师。
1214	i am not happy .	我不高兴。
1215	i am off today .	我今天休息。
1216	i am too short .	我太矮了。
1217	i ate an apple .	我吃了一个苹果。
1218	i ate the meat .	我吃肉了。
1219	i believed you .	我信过你。
1220	i believed you .	我相信了你。
1221	i borrow money .	我借钱。
1222	i broke my arm .	我的手臂断了。
1223	i can hear you .	我听得到。
1224	i dislike eggs .	我不喜欢鸡蛋。
1225	i don't get it .	我不懂。
1226	i go to school .	我去学校。
1227	i got arrested .	我被逮捕了。
1228	i got up early .	我起床早。
1229	i had a vision .	我有一个设想。
1230	i had a vision .	我有一个愿景。
1231	i hate mondays .	我讨厌星期一。
1232	i have a cough .	我咳嗽。
1233	i have a dream .	我有一个梦想。
1234	i have hiccups .	我打嗝了。
1235	i have no clue .	我一无所知。
1236	i have no idea .	我一无所知。
1237	i have no time .	我没时间。
1238	i have to help .	我必须帮忙。
1239	i hiccup a lot .	我经常打嗝。
1240	i just saw tom .	我刚刚见到汤姆了。
1241	i kept singing .	我继续唱歌。
1242	i kept singing .	我继续唱歌。
1243	i like drawing .	我喜欢画画。
1244	i like flowers .	我喜欢花。
1245	i like jogging .	我喜欢跑步。
1246	i like reading .	我喜欢阅读。
1247	i like running .	我喜欢跑步。
1248	i like to read .	我喜欢阅读。
1249	i love my life .	我爱我的生活。
1250	i love my life .	我爱我的生命。
1251	i love my wife .	我爱我的妻子。
1252	i love parties .	我爱派对。
1253	i met a friend .	我遇见一个朋友。
1254	i missed a lot .	我错过了很多。
1255	i must decline .	我必须拒绝。
1256	i must go home .	我该回家了。
1257	i need a knife .	我需要一把刀。
1258	i need a raise .	我需要加薪。
1259	i need a stamp .	我需要一张邮票。
1260	i need a towel .	我需要一块毛巾。
1261	i need it asap .	我尽快需要。
1262	i need my coat .	我需要我的大衣。
1263	i need to know .	我需要知道。
1264	i often hiccup .	我经常打嗝。
1265	i remember now .	现在我想起来了。
1266	i said shut up !	我说过了，闭嘴！
1267	i saw five men .	我看到了五个男人。
1268	i saw five men .	我看见五个男人。
1269	i saw her swim .	我看见她游泳。
1270	i sell flowers .	我卖花。
1271	i should do it .	我应该去做。
1272	i study korean .	我学韩语。
1273	i turned right .	我往右拐了。
1274	i want the fan .	我要那个电风扇。
